Person,Item,Ratings
9435,whipped/sour cream,8
9435,soft cheese,8
9435,brown bread,6
9435,zwieback,7
9435,soups,5
9435,specialty vegetables,9
9435,coffee,8
9435,newspapers,7
9435,shopping bags,9
9436,whole milk,8
9437,pastry,6
9437,margarine,9
9437,specialty bar,8
9437,candy,7
9438,pip fruit,9
9438,whole milk,8
9438,yogurt,8
9438,whipped/sour cream,8
9438,cream cheese ,8
9438,margarine,9
9439,pork,9
9440,citrus fruit,9
9440,root vegetables,9
9440,whole milk,8
9440,pastry,6
9440,cat food,9
9440,soda,5
9440,cake bar,6
9440,hygiene articles,7
9441,curd,8
9441,soda,5
9442,UHT-milk,8
9442,soda,5
9442,canned beer,9
9443,rolls/buns,8
9443,bottled water,7
9443,liquor,6
9444,whole milk,8
9444,brown bread,6
9445,root vegetables,9
9445,butter milk,8
9445,specialty cheese,8
9445,specialty bar,8
9446,white bread,8
9446,pastry,6
9446,roll products ,8
9446,soda,5
9446,fruit/vegetable juice,9
9446,long life bakery product,5
9446,waffles,6
9446,shopping bags,5
9447,nuts/prunes,9
9447,whole milk,8
9447,hard cheese,8
9447,processed cheese,8
9447,newspapers,7
9448,whole milk,8
9448,cream cheese ,8
9448,newspapers,7
9449,soda,5
9449,liquor,5
9449,shopping bags,5
9450,hygiene articles,7
9450,shopping bags,5
9451,other vegetables,9
9451,specialty cheese,8
9451,bottled water,7
9451,chocolate,7
9452,citrus fruit,9
9452,grapes,8
9452,whole milk,8
9452,dessert,6
9452,yogurt,8
9452,brown bread,6
9452,pastry,6
9452,soda,5
9452,newspapers,7
9452,shopping bags,5
9453,sausage,5
9453,root vegetables,9
9453,other vegetables,9
9453,butter,8
9453,domestic eggs,5
9453,rolls/buns,8
9454,bottled beer,7
9455,pork,5
9455,other vegetables,9
9455,curd,8
9456,other vegetables,9
9456,frozen meals,5
9456,specialty chocolate,8
9457,berries,9
9457,root vegetables,9
9457,hard cheese,8
9457,spread cheese,8
9457,bottled water,7
9457,soda,5
9457,bottled beer,7
9457,napkins,7
9458,citrus fruit,9
9458,grapes,8
9458,whole milk,8
9458,pastry,6
9458,canned fruit,
9458,canned fish,5
9458,chocolate,7
9458,specialty bar,8
9458,hygiene articles,7
9458,napkins,7
9458,shopping bags,5
9459,sausage,5
9459,citrus fruit,9
9459,tropical fruit,9
9459,other vegetables,9
9459,tidbits,8
9459,shopping bags,5
9460,citrus fruit,9
9460,other vegetables,9
9460,cream cheese ,8
9460,salty snack,5
9460,waffles,6
9460,chocolate,7
9460,specialty bar,8
9460,napkins,7
9461,root vegetables,9
9461,other vegetables,9
9461,frozen vegetables,5
9461,canned vegetables,8
9461,coffee,8
9462,bottled beer,7
9463,coffee,8
9464,citrus fruit,9
9464,other vegetables,9
9464,whole milk,8
9464,butter,8
9464,dental care,5
9465,tropical fruit,9
9465,misc. beverages,5
9466,frankfurter,7
9466,mayonnaise,8
9466,semi-finished bread,8
9466,canned beer,7
9466,sparkling wine,7
9466,chewing gum,7
9466,shopping bags,7
9467,white wine,8
9468,other vegetables,9
9468,whole milk,8
9468,brown bread,6
9468,napkins,7
9469,sparkling wine,7
9470,frankfurter,7
9470,sausage,7
9470,pip fruit,9
9470,hard cheese,8
9470,bottled water,7
9470,seasonal products,8
9471,whipped/sour cream,8
9471,canned fish,7
9472,salty snack,7
9473,whole milk,8
9473,pastry,6
9473,oil,7
9473,popcorn,7
9473,snack products,8
9473,detergent,4
9473,shopping bags,7
9474,sausage,7
9474,other vegetables,9
9474,brown bread,6
9474,salt,7
9474,canned fish,7
9474,shopping bags,7
9475,dessert,6
9475,yogurt,8
9475,soft cheese,8
9475,soda,5
9476,citrus fruit,9
9476,tropical fruit,9
9476,pip fruit,9
9476,root vegetables,9
9476,other vegetables,9
9476,chocolate,7
9476,candy,7
9476,shopping bags,7
9477,pip fruit,9
9477,beverages,7
9477,bottled water,7
9477,soda,5
9477,fruit/vegetable juice,7
9477,cling film/bags,7
9477,shopping bags,7
9478,yogurt,8
9478,artif. sweetener,7
9478,fruit/vegetable juice,7
9478,shopping bags,7
9479,butter,8
9479,soda,5
9479,fruit/vegetable juice,7
9479,bottled beer,7
9480,tropical fruit,9
9480,curd,8
9480,bottled water,7
9480,napkins,7
9481,root vegetables,9
9481,onions,9
9481,other vegetables,9
9481,whole milk,8
9481,frozen vegetables,7
9481,frozen meals,7
9481,jam,7
9481,instant coffee,8
9481,bottled water,7
9481,misc. beverages,7
9481,skin care,7
9481,hygiene articles,7
9481,napkins,7
9482,meat,7
9482,whole milk,8
9482,rolls/buns,8
9483,salty snack,7
9484,beef,7
9485,fish,7
9485,whole milk,8
9486,root vegetables,9
9486,whole milk,8
9486,white bread,8
9486,soda,5
9486,waffles,6
9486,specialty bar,8
9486,hygiene articles,7
9487,whole milk,8
9488,coffee,8
9488,bottled water,7
9488,chocolate marshmallow,7
9489,pastry,6
9489,semi-finished bread,8
9489,sugar,6
9490,waffles,6
9491,sausage,7
9491,citrus fruit,9
9491,nuts/prunes,9
9491,white bread,8
9491,pastry,6
9492,sausage,7
9492,whole milk,8
9493,soda,5
9494,sausage,7
9494,citrus fruit,9
9495,pip fruit,9
9495,canned beer,7
9495,waffles,6
9496,citrus fruit,9
9496,pastry,6
9497,brown bread,6
9498,soda,5
9498,bottled beer,7
9499,rolls/buns,8
9499,margarine,7
9500,citrus fruit,9
9500,tropical fruit,9
9500,pip fruit,9
9500,onions,9
9500,other vegetables,9
9500,beverages,7
9500,processed cheese,8
9501,butter,8
9501,salt,7
9501,margarine,7
9501,sugar,6
9502,whole milk,8
9502,cream cheese ,8
9503,fruit/vegetable juice,7
9503,bottled beer,7
9504,flower (seeds),7
9505,chocolate,7
9506,frozen fruits,7
9507,beef,7
9508,root vegetables,9
9508,ice cream,8
9509,whole milk,8
9509,rolls/buns,8
9510,sausage,7
9510,chicken,7
9510,onions,9
9510,other vegetables,9
9510,packaged fruit/vegetables,9
9510,butter,8
9510,yogurt,8
9510,beverages,7
9510,hard cheese,8
9510,frozen vegetables,7
9510,domestic eggs,7
9510,white bread,8
9510,bottled water,7
9510,soda,5
9510,fruit/vegetable juice,7
9510,bottled beer,7
9510,canned beer,7
9510,sparkling wine,7
9510,waffles,6
9510,chocolate,7
9510,candy,7
9510,cleaner,4
9510,dental care,7
9511,whole milk,8
9511,tidbits,8
9511,rolls/buns,8
9511,bottled beer,7
9511,napkins,7
9512,butter,8
9512,butter milk,8
9512,domestic eggs,7
9513,citrus fruit,9
9513,other vegetables,9
9513,brown bread,6
9514,meat,7
9514,citrus fruit,9
9514,tropical fruit,9
9514,berries,9
9514,curd,8
9514,whipped/sour cream,8
9514,white bread,8
9514,bottled water,7
9514,long life bakery product,5
9514,chocolate marshmallow,7
9514,candy,7
9514,dish cleaner,7
9515,sausage,7
9515,hamburger meat,8
9515,canned beer,7
9515,dishes,7
9516,UHT-milk,8
9516,frozen meals,7
9516,brown bread,6
9516,fruit/vegetable juice,7
9516,shopping bags,7
9517,tropical fruit,9
9517,frozen vegetables,7
9517,rolls/buns,8
9517,semi-finished bread,8
9517,bottled beer,7
9517,waffles,6
9518,bottled water,7
9519,salty snack,7
9520,frankfurter,7
9520,ham,8
9520,tropical fruit,9
9520,pip fruit,9
9520,other vegetables,9
9520,frozen vegetables,7
9520,domestic eggs,7
9520,zwieback,7
9520,margarine,7
9520,soda,5
9521,tropical fruit,9
9521,berries,9
9521,yogurt,8
9521,brown bread,6
9521,hygiene articles,7
9522,tropical fruit,9
9522,pip fruit,9
9522,other vegetables,9
9522,misc. beverages,7
9523,sausage,7
9523,whole milk,8
9523,dessert,6
9523,pastry,6
9523,soda,5
9524,frankfurter,7
9524,pork,7
9524,pip fruit,9
9524,other vegetables,9
9524,hard cheese,8
9524,frozen meals,7
9524,frozen dessert,7
9524,pastry,6
9524,semi-finished bread,8
9524,sugar,6
9524,soda,5
9524,salty snack,7
9524,specialty chocolate,8
9524,specialty bar,8
9524,candy,7
9524,seasonal products,8
9525,sausage,7
9525,tropical fruit,9
9525,yogurt,8
9525,canned beer,7
9525,long life bakery product,5
9526,rolls/buns,8
9526,bottled beer,7
9527,hamburger meat,8
9527,tropical fruit,9
9527,herbs,9
9527,other vegetables,9
9527,whole milk,8
9527,curd,8
9527,ice cream,8
9527,Instant food products,7
9527,newspapers,7
9527,shopping bags,7
9528,meat,7
9529,hamburger meat,8
9529,whole milk,8
9529,cream cheese ,8
9529,pastry,6
9529,misc. beverages,7
9529,fruit/vegetable juice,7
9529,white wine,8
9530,ham,8
9530,rolls/buns,8
9531,beef,7
9531,yogurt,8
9531,margarine,7
9532,meat,7
9533,tropical fruit,9
9533,rolls/buns,8
9533,salt,7
9533,fruit/vegetable juice,7
9533,bottled beer,7
9533,napkins,7
9534,whole milk,8
9534,condensed milk,8
9534,ice cream,8
9534,coffee,8
9534,napkins,7
9534,kitchen towels,7
9534,shopping bags,7
9535,frankfurter,7
9535,nuts/prunes,9
9535,frozen meals,7
9535,rolls/buns,8
9535,chocolate,7
9536,bottled water,7
9536,soda,5
9536,napkins,7
9537,citrus fruit,9
9537,pip fruit,9
9537,berries,9
9537,house keeping products,7
9538,other vegetables,9
9538,oil,7
9539,dessert,6
9539,soda,5
9539,cake bar,6
9539,shopping bags,7
9540,oil,7
9540,ketchup,7
9540,coffee,8
9541,bottled water,7
9542,root vegetables,9
9542,other vegetables,9
9542,butter,8
9542,chocolate,7
9543,chicken,7
9544,whole milk,8
9544,whipped/sour cream,8
9544,sweet spreads,8
9544,waffles,6
9544,chewing gum,7
9545,frozen vegetables,7
9546,tropical fruit,9
9546,yogurt,8
9546,rolls/buns,8
9546,pastry,6
9546,coffee,8
9546,bottled water,7
9546,newspapers,7
9547,root vegetables,9
9547,whole milk,8
9547,frozen meals,7
9547,domestic eggs,7
9547,white bread,8
9547,white wine,8
9548,pork,7
9549,cream cheese ,8
9549,rolls/buns,8
9549,fruit/vegetable juice,7
9550,zwieback,7
9551,chicken,7
9552,bottled water,7
9553,pork,7
9553,curd,8
9553,dessert,6
9553,whipped/sour cream,8
9553,flour,6
9553,bottled water,7
9554,sausage,7
9554,tropical fruit,9
9554,yogurt,8
9554,frozen meals,7
9554,ice cream,8
9554,brown bread,6
9555,whole milk,8
9555,coffee,8
9556,nuts/prunes,9
9556,yogurt,8
9556,fruit/vegetable juice,7
9556,specialty chocolate,8
9557,sausage,7
9557,frozen vegetables,7
9557,domestic eggs,7
9557,bottled water,7
9557,bottled beer,7
9558,brandy,7
9559,chicken,7
9559,frozen meals,7
9559,margarine,7
9559,soda,5
9560,spread cheese,8
9560,rolls/buns,8
9560,white bread,8
9560,pet care,7
9560,fruit/vegetable juice,7
9560,newspapers,7
9561,tropical fruit,9
9561,frozen vegetables,7
9562,canned beer,7
9563,chicken,7
9563,root vegetables,9
9563,whole milk,8
9563,rice,9
9563,oil,7
9564,yogurt,8
9564,vinegar,7
9565,citrus fruit,9
9565,whole milk,8
9565,yogurt,8
9565,spread cheese,8
9565,brown bread,6
9565,bottled beer,7
9565,white wine,8
9565,long life bakery product,5
9565,flower (seeds),7
9566,waffles,6
9566,candy,7
9567,chicken,7
9567,cream cheese ,8
9567,rice,9
9568,chewing gum,7
9569,whole milk,8
9569,bottled water,7
9569,bottled beer,7
9570,bottled beer,7
9571,rolls/buns,8
9571,brown bread,6
9572,other vegetables,9
9573,frankfurter,7
9573,beef,7
9573,tropical fruit,9
9573,grapes,8
9573,onions,9
9573,other vegetables,9
9573,whole milk,8
9573,whipped/sour cream,8
9573,cream cheese ,8
9573,semi-finished bread,8
9573,vinegar,7
9574,finished products,7
9574,chicken,7
9574,root vegetables,9
9574,whole milk,8
9574,butter milk,8
9574,brown bread,6
9574,fruit/vegetable juice,7
9575,sausage,7
9575,pip fruit,9
9575,root vegetables,9
9575,cream cheese ,8
9575,specialty cheese,8
9575,white bread,8
9575,brown bread,6
9575,salt,7
9575,margarine,7
9575,canned fish,7
9575,bottled water,7
9575,soda,5
9575,waffles,6
9575,shopping bags,7
9576,sausage,7
9576,hamburger meat,8
9576,other vegetables,9
9576,rolls/buns,8
9576,pasta,8
9576,Instant food products,7
9576,shopping bags,7
9577,rolls/buns,8
9578,root vegetables,9
9578,whole milk,8
9578,spread cheese,8
9578,rolls/buns,8
9578,coffee,8
9578,newspapers,7
9579,whole milk,8
9579,brown bread,6
9579,sugar,6
9580,whole milk,8
9580,rolls/buns,8
9581,sausage,7
9581,margarine,7
9581,shopping bags,7
9582,whole milk,8
9582,yogurt,8
9583,pip fruit,9
9584,soda,5
9584,chewing gum,7
9584,specialty bar,8
9585,sausage,7
9585,ham,8
9585,beef,7
9585,root vegetables,9
9585,UHT-milk,8
9585,pet care,7
9585,soda,5
9586,frankfurter,7
9586,canned fish,7
9586,napkins,7
9586,newspapers,7
9587,cat food,7
9587,bottled water,7
9587,hygiene articles,7
9588,frankfurter,7
9588,ham,8
9588,tropical fruit,9
9588,other vegetables,9
9588,whole milk,8
9588,processed cheese,8
9588,white bread,8
9588,potato products,9
9588,fruit/vegetable juice,7
9588,decalcifier,7
9588,shopping bags,7
9589,pork,7
9589,root vegetables,9
9590,pork,7
9590,root vegetables,9
9590,processed cheese,8
9590,curd cheese,4
9590,margarine,7
9591,canned beer,7
9591,shopping bags,7
9592,grapes,8
9592,soft cheese,8
9592,bottled water,7
9593,pork,7
9594,beef,7
9594,hamburger meat,8
9594,citrus fruit,9
9594,tropical fruit,9
9594,root vegetables,9
9594,onions,9
9594,other vegetables,9
9594,whole milk,8
9594,curd,8
9594,whipped/sour cream,8
9594,flour,6
9594,pudding powder,8
9595,beef,7
9595,grapes,8
9595,herbs,9
9595,other vegetables,9
9595,whole milk,8
9595,curd,8
9595,whipped/sour cream,8
9595,frozen vegetables,7
9595,ice cream,8
9595,oil,7
9595,coffee,8
9595,fruit/vegetable juice,7
9595,chewing gum,7
9595,specialty chocolate,8
9595,cleaner,4
9595,kitchen towels,7
9596,sausage,7
9596,meat,7
9596,whole milk,8
9596,cream cheese ,8
9596,soda,5
9596,cake bar,6
9596,seasonal products,8
9597,frankfurter,7
9597,pork,7
9597,UHT-milk,8
9597,condensed milk,8
9598,tropical fruit,9
9598,onions,9
9598,white wine,8
9599,frankfurter,7
9599,herbs,9
9600,pastry,6
9601,whole milk,8
9602,ham,8
9602,sliced cheese,8
9602,white bread,8
9602,canned vegetables,8
9602,misc. beverages,7
9602,shopping bags,7
9603,rolls/buns,8
9604,finished products,7
9605,pork,7
9605,pip fruit,9
9605,other vegetables,9
9605,butter milk,8
9605,white bread,8
9605,pastry,6
9605,soda,5
9605,fruit/vegetable juice,7
9606,oil,7
9606,soda,5
9606,newspapers,7
9607,finished products,7
9607,onions,9
9607,salty snack,7
9608,frankfurter,7
9608,pork,7
9608,citrus fruit,9
9608,whole milk,8
9608,whipped/sour cream,8
9608,rolls/buns,8
9608,oil,7
9608,sugar,6
9608,soups,5
9608,bottled water,7
9608,bottled beer,7
9609,chicken,7
9609,citrus fruit,9
9609,onions,9
9609,other vegetables,9
9609,yogurt,8
9609,pet care,7
9609,pot plants,7
9610,frozen meals,7
9610,canned beer,7
9610,candy,7
9611,curd,8
9611,cat food,7
9612,root vegetables,9
9612,whole milk,8
9612,curd,8
9612,rolls/buns,8
9612,pastry,6
9612,pasta,8
9612,napkins,7
9613,beverages,7
9614,whole milk,8
9614,specialty cheese,8
9614,frozen vegetables,7
9615,pork,7
9615,whole milk,8
9615,frozen meals,7
9615,rolls/buns,8
9615,pastry,6
9615,ready soups,
9615,waffles,6
9615,chocolate,7
9615,shopping bags,7
9616,frozen meals,7
9616,shopping bags,7
9617,beef,7
9617,other vegetables,9
9617,whole milk,8
9617,yogurt,8
9617,brown bread,6
9617,liquor,7
9617,newspapers,7
9618,coffee,8
9619,pork,8
9619,whole milk,8
9619,yogurt,8
9619,tidbits,8
9619,rolls/buns,8
9619,pickled vegetables,9
9619,bags,
9620,jam,7
9620,hygiene articles,7
9621,chocolate,7
9622,soda,5
9623,ham,8
9623,chicken,9
9623,pork,9
9623,root vegetables,9
9623,whole milk,8
9623,whipped/sour cream,8
9623,rolls/buns,8
9623,sugar,6
9623,soda,5
9623,waffles,6
9623,chocolate,7
9623,specialty chocolate,8
9623,chocolate marshmallow,7
9623,napkins,7
9624,chewing gum,7
9624,chocolate,7
9625,finished products,7
9625,other vegetables,9
9625,butter,8
9625,cream cheese ,8
9625,processed cheese,8
9625,domestic eggs,9
9625,rolls/buns,8
9625,pastry,6
9625,long life bakery product,5
9625,candy,7
9626,soda,5
9627,frankfurter,7
9627,yogurt,8
9627,rolls/buns,8
9628,other vegetables,9
9628,whole milk,8
9628,curd,8
9629,sausage,8
9629,butter,8
9629,pastry,6
9629,vinegar,7
9629,margarine,8
9630,pastry,6
9630,soda,5
9631,specialty bar,8
9631,hygiene articles,7
9632,butter milk,8
9632,frozen dessert,8
9632,soda,5
9632,shopping bags,8
9633,tropical fruit,9
9633,pip fruit,9
9633,yogurt,8
9634,pet care,8
9634,bottled beer,7
9635,chicken,8
9635,pip fruit,9
9635,soda,5
9636,other vegetables,9
9636,yogurt,8
9636,whipped/sour cream,8
9636,frozen vegetables,8
9636,rice,9
9636,soda,5
9636,chocolate,7
9636,cling film/bags,8
9636,flower (seeds),7
9637,other vegetables,9
9637,packaged fruit/vegetables,9
9637,yogurt,8
9637,whipped/sour cream,8
9637,beverages,7
9638,whole milk,8
9638,instant coffee,8
9638,misc. beverages,8
9638,fruit/vegetable juice,9
9638,chewing gum,7
9638,shopping bags,7
9639,whole milk,8
9640,tropical fruit,9
9640,whole milk,8
9640,curd,8
9640,dessert,6
9640,pasta,8
9640,cat food,7
9640,fruit/vegetable juice,9
9640,waffles,6
9641,sausage,8
9642,sausage,8
9642,chicken,8
9642,pip fruit,9
9642,spread cheese,8
9642,rolls/buns,8
9642,sugar,6
9643,rolls/buns,8
9643,canned beer,8
9643,hygiene articles,7
9644,UHT-milk,8
9644,coffee,8
9645,whole milk,8
9646,citrus fruit,9
9646,whole milk,8
9646,fruit/vegetable juice,9
9646,white wine,8
9646,chocolate,7
9647,white wine,8
9647,shopping bags,7
9648,curd,8
9649,bottled beer,7
9649,liquor,7
9649,rum,7
9650,root vegetables,9
9650,onions,9
9650,shopping bags,7
9651,yogurt,8
9651,frozen meals,7
9651,coffee,8
9651,bottled water,7
9651,shopping bags,7
9652,zwieback,7
9653,ham,8
9653,other vegetables,9
9654,citrus fruit,9
9654,other vegetables,9
9654,whole milk,8
9654,yogurt,8
9654,UHT-milk,8
9654,white bread,8
9654,salt,7
9654,Instant food products,7
9654,bottled water,7
9654,nut snack,
9654,newspapers,7
9655,whole milk,8
9655,pastry,6
9656,liqueur,
9657,beef,7
9657,tropical fruit,9
9657,other vegetables,9
9657,whole milk,8
9657,cream cheese ,8
9657,rolls/buns,8
9657,mustard,7
9657,bottled water,7
9657,red/blush wine,8
9657,dishes,7
9658,semi-finished bread,8
9658,seasonal products,8
9659,frankfurter,7
9659,tropical fruit,9
9659,whole milk,8
9659,brown bread,6
9659,mustard,7
9659,baking powder,6
9659,meat spreads,7
9659,fruit/vegetable juice,7
9659,shopping bags,6
9660,rolls/buns,8
9660,bottled beer,7
9661,frankfurter,7
9661,sausage,6
9661,meat,6
9661,hamburger meat,8
9661,other vegetables,9
9661,whole milk,8
9661,butter,8
9661,rolls/buns,8
9661,coffee,8
9661,bottled water,7
9662,hamburger meat,8
9662,root vegetables,9
9662,other vegetables,9
9662,rolls/buns,8
9662,roll products ,8
9662,pet care,6
9662,newspapers,7
9663,other vegetables,9
